,Date,Time,Open,High,Low,Close,Volume
0,2020-04-13,01:51:00,152.98,153.01,152.86,152.91,208.95387
1,2020-04-13,01:52:00,152.95,153.12,152.89,153.03,512.04956
2,2020-04-13,01:53:00,153.04,153.12,152.94,153.08,327.66464
3,2020-04-13,01:54:00,153.04,153.09,152.85,152.89,285.13515
4,2020-04-13,01:55:00,152.89,153.21,152.83,153.16,954.40973
5,2020-04-13,01:56:00,153.17,153.4,153.15,153.15,1535.69456
6,2020-04-13,01:57:00,153.16,153.23,153.0,153.0,219.99653
7,2020-04-13,01:58:00,153.0,153.2,152.95,153.16,373.23223
8,2020-04-13,01:59:00,153.16,153.62,153.12,153.51,1216.54493
9,2020-04-13,02:00:00,153.5,153.5,153.06,153.25,572.11514
10,2020-04-13,02:01:00,153.23,153.26,152.98,153.08,781.08976
11,2020-04-13,02:02:00,153.08,153.09,152.76,152.76,873.96677
12,2020-04-13,02:03:00,152.78,152.85,152.56,152.63,754.25692
13,2020-04-13,02:04:00,152.62,152.78,152.57,152.6,666.1953
14,2020-04-13,02:05:00,152.59,152.81,152.56,152.68,466.18342
15,2020-04-13,02:06:00,152.69,152.79,152.59,152.74,678.87682
16,2020-04-13,02:07:00,152.77,152.79,152.61,152.65,324.42313
17,2020-04-13,02:08:00,152.65,152.72,152.58,152.59,244.0967
18,2020-04-13,02:09:00,152.58,152.65,152.5,152.55,516.49088
19,2020-04-13,02:10:00,152.54,152.62,152.34,152.49,1180.43245
20,2020-04-13,02:11:00,152.49,152.71,152.43,152.71,417.20344
21,2020-04-13,02:12:00,152.71,153.25,152.64,153.14,1226.80362
22,2020-04-13,02:13:00,153.18,153.38,153.13,153.22,647.89601
23,2020-04-13,02:14:00,153.22,153.49,153.22,153.45,836.62315
24,2020-04-13,02:15:00,153.38,153.43,153.03,153.09,384.9412
25,2020-04-13,02:16:00,153.09,153.31,153.03,153.26,477.48144
26,2020-04-13,02:17:00,153.27,153.31,153.05,153.11,702.7514
27,2020-04-13,02:18:00,153.08,153.38,153.05,153.2,476.29831
28,2020-04-13,02:19:00,153.21,153.3,153.13,153.16,283.31759
29,2020-04-13,02:20:00,153.13,153.4,153.13,153.4,269.35574
30,2020-04-13,02:21:00,153.39,153.54,153.33,153.51,495.24747
31,2020-04-13,02:22:00,153.5,153.64,153.46,153.6,649.84707
32,2020-04-13,02:23:00,153.61,153.77,153.61,153.71,660.47313
33,2020-04-13,02:24:00,153.71,153.71,153.28,153.31,801.5742
34,2020-04-13,02:25:00,153.39,153.64,153.37,153.57,1308.32942
35,2020-04-13,02:26:00,153.58,153.62,153.31,153.34,832.90899
36,2020-04-13,02:27:00,153.35,153.45,153.32,153.34,326.84294
37,2020-04-13,02:28:00,153.32,153.48,153.25,153.45,606.30773
38,2020-04-13,02:29:00,153.46,153.52,153.17,153.19,329.7934
39,2020-04-13,02:30:00,153.21,153.25,152.94,153.17,913.25642
40,2020-04-13,02:31:00,153.13,153.14,152.8,152.85,918.41649
41,2020-04-13,02:32:00,152.85,153.0,152.68,152.8,522.71186
42,2020-04-13,02:33:00,152.76,152.81,152.67,152.78,389.08937
43,2020-04-13,02:34:00,152.84,152.99,152.74,152.96,532.80119
44,2020-04-13,02:35:00,152.97,153.15,152.9,153.05,376.25745
45,2020-04-13,02:36:00,153.01,153.16,153.01,153.1,183.24732
46,2020-04-13,02:37:00,153.1,153.16,152.88,152.91,518.57598
47,2020-04-13,02:38:00,152.91,153.01,152.86,152.96,106.87147
48,2020-04-13,02:39:00,152.96,153.14,152.93,153.13,556.64525
49,2020-04-13,02:40:00,153.08,153.15,153.02,153.1,68.44512
50,2020-04-13,02:41:00,153.12,153.27,153.0,153.0,476.71956
51,2020-04-13,02:42:00,152.98,153.01,152.93,152.99,195.52961
52,2020-04-13,02:43:00,152.99,153.08,152.92,153.08,278.5424
53,2020-04-13,02:44:00,153.09,153.36,153.09,153.3,416.86602
54,2020-04-13,02:45:00,153.3,153.41,153.13,153.34,415.67742
55,2020-04-13,02:46:00,153.35,153.61,153.35,153.58,628.73173
56,2020-04-13,02:47:00,153.58,153.69,153.48,153.58,270.36748
57,2020-04-13,02:48:00,153.6,153.7,153.43,153.7,637.33257
58,2020-04-13,02:49:00,153.7,153.88,153.64,153.76,1342.96569
59,2020-04-13,02:50:00,153.77,154.0,153.75,153.84,756.92898
60,2020-04-13,02:51:00,153.84,153.89,153.73,153.87,541.91509
61,2020-04-13,02:52:00,153.84,153.84,153.62,153.66,356.48618
62,2020-04-13,02:53:00,153.65,153.71,153.57,153.7,258.3127
63,2020-04-13,02:54:00,153.7,153.72,153.56,153.6,231.04836
64,2020-04-13,02:55:00,153.59,153.76,153.56,153.72,540.28917
65,2020-04-13,02:56:00,153.74,153.75,153.53,153.68,286.96007
66,2020-04-13,02:57:00,153.61,153.86,153.55,153.83,328.31774
67,2020-04-13,02:58:00,153.83,153.95,153.79,153.9,208.71605
68,2020-04-13,02:59:00,153.9,154.09,153.87,154.01,994.59888
69,2020-04-13,03:00:00,154.0,154.0,153.26,153.35,1299.39331
70,2020-04-13,03:01:00,153.36,153.43,153.22,153.28,368.20069
71,2020-04-13,03:02:00,153.25,153.71,153.25,153.71,934.7722
72,2020-04-13,03:03:00,153.7,153.73,153.47,153.51,250.43858
73,2020-04-13,03:04:00,153.49,153.67,153.49,153.6,186.06214
74,2020-04-13,03:05:00,153.62,153.77,153.55,153.69,538.35021
75,2020-04-13,03:06:00,153.71,153.73,153.6,153.65,222.16504
76,2020-04-13,03:07:00,153.66,153.77,153.59,153.61,432.09248
77,2020-04-13,03:08:00,153.6,153.6,153.37,153.46,573.1883
78,2020-04-13,03:09:00,153.43,153.55,153.39,153.43,258.57521
79,2020-04-13,03:10:00,153.48,153.52,153.31,153.4,277.89823
80,2020-04-13,03:11:00,153.4,153.45,153.19,153.24,568.80207
81,2020-04-13,03:12:00,153.28,153.43,153.19,153.28,518.19741
82,2020-04-13,03:13:00,153.31,153.5,153.28,153.37,655.49115
83,2020-04-13,03:14:00,153.36,153.54,153.36,153.43,227.77743
84,2020-04-13,03:15:00,153.4,153.75,153.37,153.75,274.81066
85,2020-04-13,03:16:00,153.7,153.9,153.69,153.86,676.85279
86,2020-04-13,03:17:00,153.84,153.87,153.62,153.71,376.0423
87,2020-04-13,03:18:00,153.71,153.75,153.59,153.64,618.70989
88,2020-04-13,03:19:00,153.66,153.8,153.61,153.79,494.773
89,2020-04-13,03:20:00,153.76,153.79,153.67,153.7,407.88776
90,2020-04-13,03:21:00,153.7,153.85,153.67,153.71,339.4126
91,2020-04-13,03:22:00,153.73,153.78,153.61,153.75,230.18084
92,2020-04-13,03:23:00,153.7,153.7,153.46,153.5,470.8775
93,2020-04-13,03:24:00,153.51,153.51,153.21,153.26,372.15761
94,2020-04-13,03:25:00,153.29,153.34,153.19,153.25,1289.0427
95,2020-04-13,03:26:00,153.24,153.29,153.15,153.21,255.99001
96,2020-04-13,03:27:00,153.2,153.23,153.06,153.1,532.17239
97,2020-04-13,03:28:00,153.1,153.13,152.98,153.13,987.32888
98,2020-04-13,03:29:00,153.13,153.27,153.07,153.14,430.98869
99,2020-04-13,03:30:00,153.16,153.19,152.88,152.93,524.38866
100,2020-04-13,03:31:00,152.91,152.97,152.77,152.93,523.87678
101,2020-04-13,03:32:00,152.93,153.2,152.9,153.11,682.58959
102,2020-04-13,03:33:00,153.11,153.18,153.03,153.05,326.89737
103,2020-04-13,03:34:00,153.07,153.1,152.99,153.04,235.02941
104,2020-04-13,03:35:00,153.06,153.12,152.97,153.04,686.4882
105,2020-04-13,03:36:00,153.04,153.29,153.04,153.27,356.25564
106,2020-04-13,03:37:00,153.24,153.35,153.2,153.29,342.0354
107,2020-04-13,03:38:00,153.3,153.32,153.22,153.32,149.9065
108,2020-04-13,03:39:00,153.28,153.33,153.19,153.24,239.76833
109,2020-04-13,03:40:00,153.23,153.31,153.08,153.08,565.64046
110,2020-04-13,03:41:00,153.07,153.11,152.92,152.92,402.0946
111,2020-04-13,03:42:00,152.91,153.05,152.83,152.84,286.26511
112,2020-04-13,03:43:00,152.86,152.92,152.7,152.76,288.6986
113,2020-04-13,03:44:00,152.76,152.83,152.57,152.61,441.77402
114,2020-04-13,03:45:00,152.64,152.69,152.5,152.61,600.40219
115,2020-04-13,03:46:00,152.6,152.77,152.56,152.71,356.71432
116,2020-04-13,03:47:00,152.73,152.73,152.55,152.6,270.84068
117,2020-04-13,03:48:00,152.63,153.0,152.57,153.0,733.25814
118,2020-04-13,03:49:00,152.98,152.99,152.7,152.79,255.44345
119,2020-04-13,03:50:00,152.76,152.76,152.58,152.67,329.30994
120,2020-04-13,03:51:00,152.65,152.69,152.42,152.47,705.63303
121,2020-04-13,03:52:00,152.48,152.58,152.42,152.47,377.11782
122,2020-04-13,03:53:00,152.42,152.67,152.38,152.64,541.70464
123,2020-04-13,03:54:00,152.63,152.63,152.28,152.39,560.22658
124,2020-04-13,03:55:00,152.39,152.39,152.2,152.2,403.13151
125,2020-04-13,03:56:00,152.2,152.43,152.14,152.31,772.06773
126,2020-04-13,03:57:00,152.32,152.4,152.18,152.32,527.2571
127,2020-04-13,03:58:00,152.37,152.49,152.3,152.43,232.28157
128,2020-04-13,03:59:00,152.43,152.47,152.27,152.36,299.21638
129,2020-04-13,04:00:00,152.32,152.32,151.61,151.67,3269.94092
130,2020-04-13,04:01:00,151.74,151.77,151.38,151.53,2187.57009
131,2020-04-13,04:02:00,151.5,151.56,151.11,151.5,1757.37601
132,2020-04-13,04:03:00,151.52,151.78,151.51,151.75,721.87503
133,2020-04-13,04:04:00,151.71,151.87,151.64,151.73,1343.42329
134,2020-04-13,04:05:00,151.7,151.7,151.39,151.59,980.2112
135,2020-04-13,04:06:00,151.61,151.97,151.53,151.95,485.22947
136,2020-04-13,04:07:00,151.94,152.23,151.94,152.23,628.38062
137,2020-04-13,04:08:00,152.23,152.25,152.07,152.14,416.45577
138,2020-04-13,04:09:00,152.18,152.21,152.13,152.19,237.45079
139,2020-04-13,04:10:00,152.14,152.63,152.11,152.51,938.00674
140,2020-04-13,04:11:00,152.5,152.62,152.37,152.39,496.22763
141,2020-04-13,04:12:00,152.48,152.72,152.46,152.6,1087.51658
142,2020-04-13,04:13:00,152.52,152.72,152.51,152.7,195.87515
143,2020-04-13,04:14:00,152.69,152.76,152.59,152.68,1471.29818
144,2020-04-13,04:15:00,152.7,152.84,152.39,152.47,839.40849
145,2020-04-13,04:16:00,152.47,152.72,152.47,152.57,402.19843
146,2020-04-13,04:17:00,152.57,152.64,152.43,152.54,452.89931
147,2020-04-13,04:18:00,152.5,152.59,152.47,152.47,348.16953
148,2020-04-13,04:19:00,152.54,152.59,152.3,152.33,419.61474
149,2020-04-13,04:20:00,152.33,152.41,152.22,152.41,564.43105
150,2020-04-13,04:21:00,152.42,152.64,152.29,152.64,502.66099
151,2020-04-13,04:22:00,152.61,152.65,152.5,152.65,178.93368
152,2020-04-13,04:23:00,152.6,152.66,152.48,152.5,187.24451
153,2020-04-13,04:24:00,152.48,152.55,152.42,152.49,255.07796
154,2020-04-13,04:25:00,152.47,152.62,152.42,152.62,523.55154
155,2020-04-13,04:26:00,152.59,152.96,152.58,152.91,823.59598
156,2020-04-13,04:27:00,152.9,153.14,152.85,153.03,813.99948
157,2020-04-13,04:28:00,153.06,153.14,152.96,153.1,407.05817
158,2020-04-13,04:29:00,153.09,153.13,152.89,152.89,1033.97342
159,2020-04-13,04:30:00,152.89,152.93,152.73,152.87,1536.56282
160,2020-04-13,04:31:00,152.84,153.08,152.84,153.0,361.89329
161,2020-04-13,04:32:00,153.02,153.06,152.8,152.8,246.95796
162,2020-04-13,04:33:00,152.81,153.16,152.81,153.1,580.72601
163,2020-04-13,04:34:00,153.1,153.13,152.95,153.08,557.3621
164,2020-04-13,04:35:00,153.05,153.22,152.95,152.95,326.74397
165,2020-04-13,04:36:00,152.93,152.93,152.75,152.85,243.5942
166,2020-04-13,04:37:00,152.83,152.97,152.79,152.96,291.84035
167,2020-04-13,04:38:00,152.96,153.14,152.92,153.09,416.77689
168,2020-04-13,04:39:00,153.08,153.08,152.85,152.95,165.73581
169,2020-04-13,04:40:00,152.92,152.99,152.87,152.88,228.83783
170,2020-04-13,04:41:00,152.88,153.39,152.83,153.31,587.2734
171,2020-04-13,04:42:00,153.28,153.37,153.21,153.29,682.91972
172,2020-04-13,04:43:00,153.32,153.32,153.15,153.22,389.30016
173,2020-04-13,04:44:00,153.21,153.4,153.17,153.35,504.43653
174,2020-04-13,04:45:00,153.35,153.35,153.23,153.25,92.83561
175,2020-04-13,04:46:00,153.25,153.36,153.12,153.18,507.05068
176,2020-04-13,04:47:00,153.18,153.44,153.14,153.31,589.15392
177,2020-04-13,04:48:00,153.27,153.28,153.06,153.18,634.41085
178,2020-04-13,04:49:00,153.18,153.23,152.92,152.95,332.42519
179,2020-04-13,04:50:00,152.94,153.19,152.94,153.19,582.27095
180,2020-04-13,04:51:00,153.19,153.35,153.12,153.27,241.27676
181,2020-04-13,04:52:00,153.28,153.29,153.12,153.25,382.32508
182,2020-04-13,04:53:00,153.26,153.3,153.13,153.3,177.31747
183,2020-04-13,04:54:00,153.29,153.38,153.24,153.26,201.15094
184,2020-04-13,04:55:00,153.28,153.4,152.87,152.87,588.41904
185,2020-04-13,04:56:00,152.86,152.94,152.77,152.86,458.22751
186,2020-04-13,04:57:00,152.86,153.11,152.86,153.11,350.09869
187,2020-04-13,04:58:00,153.08,153.08,152.79,152.84,346.85196
188,2020-04-13,04:59:00,152.84,152.85,152.63,152.68,879.33293
189,2020-04-13,05:00:00,152.67,152.67,152.45,152.47,646.94905
190,2020-04-13,05:01:00,152.45,152.78,152.44,152.78,733.47703
191,2020-04-13,05:02:00,152.78,152.91,152.61,152.91,850.85692
192,2020-04-13,05:03:00,152.92,153.19,152.91,153.0,809.67275
193,2020-04-13,05:04:00,153.0,153.08,152.95,153.01,158.10898
194,2020-04-13,05:05:00,153.02,153.05,152.89,152.99,226.85757
195,2020-04-13,05:06:00,152.97,153.13,152.92,153.04,451.702
196,2020-04-13,05:07:00,153.04,153.09,152.91,153.01,293.57877
197,2020-04-13,05:08:00,153.0,153.08,152.94,153.06,94.50452
198,2020-04-13,05:09:00,153.05,153.07,152.88,153.04,434.59227
199,2020-04-13,05:10:00,153.02,153.05,152.72,152.84,538.89194
200,2020-04-13,05:11:00,152.85,152.85,152.7,152.79,158.27628
201,2020-04-13,05:12:00,152.74,153.11,152.73,153.01,678.72643
202,2020-04-13,05:13:00,153.01,153.2,152.98,153.12,372.87268
203,2020-04-13,05:14:00,153.12,153.2,153.06,153.17,295.67315
204,2020-04-13,05:15:00,153.17,153.26,153.1,153.18,256.58923
205,2020-04-13,05:16:00,153.18,153.21,153.05,153.11,251.62553
206,2020-04-13,05:17:00,153.11,153.2,153.09,153.14,126.86755
207,2020-04-13,05:18:00,153.15,153.28,153.13,153.14,214.30464
208,2020-04-13,05:19:00,153.16,153.24,153.02,153.14,195.23812
209,2020-04-13,05:20:00,153.11,153.11,152.92,152.96,327.75164
210,2020-04-13,05:21:00,152.97,153.0,152.82,152.86,171.11725
211,2020-04-13,05:22:00,152.83,152.92,152.8,152.9,638.55239
212,2020-04-13,05:23:00,152.92,153.07,152.91,153.0,282.88606
213,2020-04-13,05:24:00,152.99,153.07,152.96,152.99,127.35699
214,2020-04-13,05:25:00,152.99,153.04,152.97,153.03,50.11904
215,2020-04-13,05:26:00,153.03,153.03,152.86,153.0,529.62441
216,2020-04-13,05:27:00,152.99,153.03,152.88,153.01,125.02024
217,2020-04-13,05:28:00,153.01,153.03,152.91,152.98,168.98857
218,2020-04-13,05:29:00,152.95,153.07,152.91,153.06,248.31407
219,2020-04-13,05:30:00,153.07,153.07,152.8,152.8,543.95345
220,2020-04-13,05:31:00,152.82,152.87,152.78,152.85,332.4187
221,2020-04-13,05:32:00,152.83,152.9,152.76,152.8,261.20757
222,2020-04-13,05:33:00,152.81,152.95,152.8,152.83,255.12512
223,2020-04-13,05:34:00,152.83,152.92,152.76,152.85,176.37199
224,2020-04-13,05:35:00,152.85,152.87,152.79,152.84,159.87046
225,2020-04-13,05:36:00,152.82,152.82,152.57,152.57,721.56607
226,2020-04-13,05:37:00,152.57,152.61,152.5,152.5,656.72102
227,2020-04-13,05:38:00,152.5,152.61,152.43,152.49,538.32799
228,2020-04-13,05:39:00,152.46,152.72,152.41,152.68,462.4498
229,2020-04-13,05:40:00,152.68,152.72,152.56,152.64,404.23919
230,2020-04-13,05:41:00,152.64,152.68,152.56,152.62,217.91915
231,2020-04-13,05:42:00,152.61,152.65,152.4,152.53,959.12109
232,2020-04-13,05:43:00,152.53,152.64,152.42,152.54,187.36762
233,2020-04-13,05:44:00,152.62,152.75,152.59,152.59,240.92945
234,2020-04-13,05:45:00,152.66,152.77,152.53,152.58,658.16622
235,2020-04-13,05:46:00,152.54,152.66,152.54,152.61,238.57266
236,2020-04-13,05:47:00,152.61,152.7,152.58,152.64,459.07178
237,2020-04-13,05:48:00,152.63,152.72,152.55,152.57,473.24127
238,2020-04-13,05:49:00,152.6,152.6,152.32,152.32,566.68685
239,2020-04-13,05:50:00,152.33,152.36,152.24,152.26,685.89576
240,2020-04-13,05:51:00,152.31,152.38,152.24,152.28,416.94455
241,2020-04-13,05:52:00,152.28,152.47,152.23,152.44,818.93542
242,2020-04-13,05:53:00,152.44,152.45,152.21,152.26,635.5239
243,2020-04-13,05:54:00,152.23,152.28,152.12,152.17,521.78342
244,2020-04-13,05:55:00,152.15,152.17,151.98,152.07,975.62801
245,2020-04-13,05:56:00,152.09,152.3,152.08,152.29,502.24722
246,2020-04-13,05:57:00,152.29,152.3,152.13,152.24,296.84711
247,2020-04-13,05:58:00,152.25,152.48,152.25,152.42,560.44674
248,2020-04-13,05:59:00,152.43,152.43,152.19,152.23,436.69053
249,2020-04-13,06:00:00,152.23,152.23,152.01,152.02,830.46959
250,2020-04-13,06:01:00,152.02,152.09,151.84,151.88,1191.05343
251,2020-04-13,06:02:00,151.9,152.1,151.85,152.09,512.53909
252,2020-04-13,06:03:00,152.08,152.2,151.98,152.11,352.38166
253,2020-04-13,06:04:00,152.12,152.28,152.11,152.28,488.59026
254,2020-04-13,06:05:00,152.28,152.4,152.21,152.39,781.71079
255,2020-04-13,06:06:00,152.36,152.56,152.29,152.52,333.34378
256,2020-04-13,06:07:00,152.54,152.79,152.53,152.71,361.9339
257,2020-04-13,06:08:00,152.72,152.79,152.6,152.78,572.70871
258,2020-04-13,06:09:00,152.76,152.85,152.7,152.75,421.38949
259,2020-04-13,06:10:00,152.77,153.16,152.75,153.13,1632.33537
260,2020-04-13,06:11:00,153.12,153.41,153.12,153.16,1282.34715
261,2020-04-13,06:12:00,153.15,153.15,152.99,153.15,672.68687
262,2020-04-13,06:13:00,153.14,153.14,153.0,153.06,1210.42774
263,2020-04-13,06:14:00,153.06,153.11,152.99,153.08,511.81539
264,2020-04-13,06:15:00,153.08,153.2,153.06,153.14,501.42731
265,2020-04-13,06:16:00,153.16,153.16,153.0,153.08,411.66024
266,2020-04-13,06:17:00,153.08,153.2,153.08,153.12,508.59853
267,2020-04-13,06:18:00,153.11,153.12,153.01,153.06,277.9979
268,2020-04-13,06:19:00,153.09,153.09,152.98,153.01,236.35812
269,2020-04-13,06:20:00,153.0,153.05,152.82,152.88,415.87325
270,2020-04-13,06:21:00,152.9,152.95,152.81,152.92,203.53559
271,2020-04-13,06:22:00,152.9,153.14,152.83,153.11,325.97563
272,2020-04-13,06:23:00,153.14,153.2,153.05,153.16,317.39724
273,2020-04-13,06:24:00,153.17,153.18,153.02,153.05,223.50911
274,2020-04-13,06:25:00,153.05,153.19,153.03,153.19,317.70909
275,2020-04-13,06:26:00,153.2,153.4,153.2,153.38,624.65281
276,2020-04-13,06:27:00,153.4,153.42,153.25,153.25,312.07716
277,2020-04-13,06:28:00,153.26,153.44,153.26,153.39,182.10992
278,2020-04-13,06:29:00,153.39,153.42,153.27,153.42,233.93319
279,2020-04-13,06:30:00,153.42,153.75,153.42,153.74,912.30181
280,2020-04-13,06:31:00,153.74,153.77,153.48,153.6,331.17861
281,2020-04-13,06:32:00,153.65,153.69,153.59,153.61,573.64724
282,2020-04-13,06:33:00,153.6,153.71,153.57,153.65,667.87052
283,2020-04-13,06:34:00,153.65,153.8,153.63,153.65,1043.09701
284,2020-04-13,06:35:00,153.64,153.87,153.64,153.84,591.06205
285,2020-04-13,06:36:00,153.84,153.84,153.36,153.38,1038.15666
286,2020-04-13,06:37:00,153.38,153.39,153.19,153.28,541.2102
287,2020-04-13,06:38:00,153.28,153.62,153.28,153.54,392.9777
288,2020-04-13,06:39:00,153.57,153.63,153.49,153.49,216.67354
289,2020-04-13,06:40:00,153.5,153.5,153.23,153.36,403.04789
290,2020-04-13,06:41:00,153.34,153.38,153.26,153.29,253.8216
291,2020-04-13,06:42:00,153.26,153.29,153.2,153.21,471.08061
292,2020-04-13,06:43:00,153.23,153.3,153.21,153.29,858.57392
293,2020-04-13,06:44:00,153.27,153.43,153.22,153.25,277.51473
294,2020-04-13,06:45:00,153.24,153.3,153.19,153.28,156.1983
295,2020-04-13,06:46:00,153.3,153.3,153.2,153.21,168.23815
296,2020-04-13,06:47:00,153.21,153.24,153.16,153.22,434.33896
297,2020-04-13,06:48:00,153.19,153.2,153.05,153.17,384.86531
298,2020-04-13,06:49:00,153.18,153.19,153.09,153.15,159.29997
299,2020-04-13,06:50:00,153.16,153.35,153.15,153.35,248.25763
300,2020-04-13,06:51:00,153.33,153.38,153.29,153.32,346.85347
301,2020-04-13,06:52:00,153.31,153.44,153.28,153.35,322.6333
302,2020-04-13,06:53:00,153.35,153.36,153.17,153.18,370.65677
303,2020-04-13,06:54:00,153.18,153.22,153.1,153.14,608.98467
304,2020-04-13,06:55:00,153.16,153.25,153.11,153.21,171.39048
305,2020-04-13,06:56:00,153.2,153.25,153.04,153.05,418.88516
306,2020-04-13,06:57:00,153.04,153.1,153.01,153.07,258.0715
307,2020-04-13,06:58:00,153.07,153.41,153.06,153.32,732.38197
308,2020-04-13,06:59:00,153.31,153.48,153.23,153.46,418.47434
309,2020-04-13,07:00:00,153.46,153.47,153.18,153.18,399.24871
310,2020-04-13,07:01:00,153.17,153.31,153.12,153.15,554.73366
311,2020-04-13,07:02:00,153.15,153.39,153.15,153.35,340.63859
312,2020-04-13,07:03:00,153.35,153.35,153.08,153.09,1532.44292
313,2020-04-13,07:04:00,153.09,153.16,153.02,153.02,232.31098
314,2020-04-13,07:05:00,153.04,153.12,153.02,153.12,370.69053
315,2020-04-13,07:06:00,153.12,153.2,152.92,152.95,1000.37331
316,2020-04-13,07:07:00,152.96,152.96,152.8,152.8,292.44318
317,2020-04-13,07:08:00,152.8,152.97,152.7,152.8,688.48211
318,2020-04-13,07:09:00,152.79,152.79,152.7,152.75,260.07384
319,2020-04-13,07:10:00,152.73,152.84,152.69,152.79,564.15546
320,2020-04-13,07:11:00,152.79,152.8,152.69,152.72,223.31007
321,2020-04-13,07:12:00,152.73,152.89,152.69,152.87,345.63762
322,2020-04-13,07:13:00,152.87,152.99,152.85,152.96,344.28988
323,2020-04-13,07:14:00,152.96,153.16,152.96,152.96,283.17261
324,2020-04-13,07:15:00,152.98,153.02,152.81,152.94,285.4376
325,2020-04-13,07:16:00,152.94,153.02,152.9,152.92,207.75277
326,2020-04-13,07:17:00,152.9,153.0,152.9,152.95,48.92245
327,2020-04-13,07:18:00,152.96,152.96,152.77,152.8,673.95912
328,2020-04-13,07:19:00,152.81,152.82,152.7,152.79,389.4851
329,2020-04-13,07:20:00,152.77,152.82,152.7,152.74,292.04081
330,2020-04-13,07:21:00,152.74,152.96,152.74,152.81,731.98582
331,2020-04-13,07:22:00,152.8,152.91,152.8,152.91,72.003
332,2020-04-13,07:23:00,152.91,153.13,152.91,153.1,464.10964
333,2020-04-13,07:24:00,153.09,153.09,152.95,152.97,345.55788
334,2020-04-13,07:25:00,152.98,153.0,152.79,152.87,364.60305
335,2020-04-13,07:26:00,152.88,152.88,152.68,152.78,164.85769
336,2020-04-13,07:27:00,152.73,152.75,152.5,152.5,715.28915
337,2020-04-13,07:28:00,152.54,152.63,152.51,152.56,147.0274
338,2020-04-13,07:29:00,152.53,152.67,152.5,152.5,131.68041
339,2020-04-13,07:30:00,152.5,152.64,152.5,152.58,341.49297
340,2020-04-13,07:31:00,152.58,152.59,152.49,152.58,205.89291
341,2020-04-13,07:32:00,152.54,152.57,152.25,152.3,597.91784
342,2020-04-13,07:33:00,152.3,152.36,152.24,152.34,591.8046
343,2020-04-13,07:34:00,152.31,152.33,151.98,151.98,909.76351
344,2020-04-13,07:35:00,151.98,152.12,151.91,152.08,538.28489
345,2020-04-13,07:36:00,152.09,152.34,152.07,152.26,662.35616
346,2020-04-13,07:37:00,152.26,152.54,152.26,152.41,725.92368
347,2020-04-13,07:38:00,152.43,152.44,152.22,152.33,288.28773
348,2020-04-13,07:39:00,152.35,152.41,152.32,152.36,171.10991
349,2020-04-13,07:40:00,152.36,152.36,152.23,152.27,440.87378
350,2020-04-13,07:41:00,152.27,152.35,152.1,152.11,496.1293
351,2020-04-13,07:42:00,152.12,152.21,152.04,152.07,273.68246
352,2020-04-13,07:43:00,152.06,152.19,152.04,152.18,221.02429
353,2020-04-13,07:44:00,152.18,152.31,152.07,152.3,418.76178
354,2020-04-13,07:45:00,152.31,152.41,152.23,152.23,269.59698
355,2020-04-13,07:46:00,152.23,152.23,152.07,152.1,267.98728
356,2020-04-13,07:47:00,152.1,152.15,152.01,152.12,481.16324
357,2020-04-13,07:48:00,152.09,152.12,152.0,152.0,1274.69269
358,2020-04-13,07:49:00,152.01,152.09,151.75,151.83,1401.68863
359,2020-04-13,07:50:00,151.84,151.94,151.74,151.9,668.54395
360,2020-04-13,07:51:00,151.9,152.26,151.85,152.26,501.40243
361,2020-04-13,07:52:00,152.22,152.24,151.99,152.11,330.81508
362,2020-04-13,07:53:00,152.1,152.11,151.85,151.97,918.15586
